 62.98 -31.35 -0.0985345
 63.02 -31.55 -0.098701
 63.02 -31.35 -1.08365
 63.02 -31.25 -0.194506
 63.06 -31.35 -0.933745
 63.06 -31.25 -1.9446
 63.1 -31.05 -0.595402
 63.14 -31.85 -0.596408
 63.14 -31.05 -4.76181
 63.14 -30.95 -0.818833
 63.18 -31.95 -0.820217
 63.18 -31.85 -4.32851
 63.18 -31.05 -4.51982
 63.18 -30.95 -5.7299
 63.18 -30.85 -0.913428
 63.22 -32.05 -0.914972
 63.22 -31.95 -5.62282
 63.22 -31.85 -4.35839
 63.22 -30.95 -4.9283
 63.22 -30.85 -5.47841
 63.26 -32.15 -0.820217
 63.26 -32.05 -5.79329
 63.26 -31.95 -5.00922
 63.26 -31.85 -9.808
 63.26 -30.85 -4.18798
 63.3 -32.25 -0.596408
 63.3 -32.05 -4.55931
 63.3 -31.95 -10.1091
 63.3 -30.75 -2.77342
 63.34 -32.35 -0.362711
 63.34 -32.05 -8.40856
 63.34 -30.65 -1.47706
 63.38 -32.45 -0.194835
 63.38 -32.35 -1.94834
 63.38 -32.15 -5.98464
 63.38 -30.55 -0.702791
 63.42 -32.55 -0.098701
 63.42 -32.35 -1.08163
 63.42 -32.25 -4.22533
 63.42 -30.55 -0.702343
 63.46 -32.45 -0.446174
 63.46 -32.35 -3.79651
 63.46 -30.45 -0.194047
 63.5 -32.55 -0.374069
 63.54 -32.65 -0.197017
 63.54 -32.55 -1.96907
 63.58 -32.75 -0.0993787
 63.58 -32.55 -0.942206
 63.62 -32.65 -0.196172
 63.62 -32.55 -1.18194
 63.66 -32.65 -0.097664
 63.66 -32.55 -0.478473
 63.7 -32.65 -0.194349
 63.7 -32.55 -1.17382
 63.74 -32.75 -0.0984549
 63.74 -32.55 -0.9369
 63.78 -32.65 -0.196693
 63.78 -32.55 -1.46305
 63.78 -30.15 -0.0978118
 63.82 -32.75 -0.0983334
 63.82 -32.65 -0.390392
 63.82 -30.15 -0.0980079
 63.86 -32.75 -0.0994377
 63.86 -32.65 -0.605499
 63.86 -30.15 -0.0981327
 63.9 -32.75 -0.833803
 63.9 -32.65 -3.2908
 63.9 -30.15 -0.194571
 63.94 -32.85 -0.923029
 63.94 -32.75 -6.01612
 63.94 -32.65 -4.65898
 63.94 -30.15 -1.08421
 63.98 -32.95 -0.82744
 63.98 -32.85 -6.01612
 63.98 -32.75 -5.2063
 63.98 -32.65 -10.4215
 63.98 -30.15 -0.195421
 64.02 -33.05 -0.601661
 64.02 -32.85 -4.65103
 64.02 -32.75 -10.4368
 64.02 -32.65 -12.5082
 64.02 -30.15 -0.0985087
 64.06 -33.15 -0.365905
 64.06 -32.85 -8.44441
 64.06 -32.65 -18.5207
 64.06 -30.15 -0.194168
 64.1 -33.25 -0.19655
 64.1 -32.95 -5.81354
 64.1 -32.65 -20.5988
 64.1 -30.15 -1.07834
 64.14 -33.35 -0.0995703
 64.14 -33.05 -4.13427
 64.14 -32.65 -23.7799
 64.14 -30.15 -0.19416
 64.18 -33.25 -0.65682
 64.18 -33.15 -4.5943
 64.18 -32.65 -23.7025
 64.22 -33.35 -0.820244
 64.22 -33.25 -5.9638
 64.22 -33.15 -5.08866
 64.22 -32.55 -31.952
 64.26 -33.45 -0.596428
 64.26 -33.25 -4.60929
 64.26 -33.15 -10.3504
 64.26 -32.55 -33.2581
 64.26 -29.95 -0.194056
 64.3 -33.55 -0.362723
 64.3 -33.25 -8.3501
 64.3 -32.55 -34.028
 64.3 -29.95 -1.07658
 64.34 -33.65 -0.194841
 64.34 -33.55 -1.94969
 64.34 -33.35 -5.58792
 64.34 -32.55 -36.4923
 64.34 -30.05 -1.93199
 64.34 -29.95 -0.193197
 64.38 -33.75 -0.0987043
 64.38 -33.55 -0.935483
 64.38 -33.45 -3.29789
 64.38 -32.55 -37.3839
 64.38 -30.05 -0.286118
 64.42 -33.65 -0.194841
 64.42 -33.55 -1.94969
 64.42 -32.55 -38.9807
 64.42 -30.05 -1.07539
 64.46 -33.55 -0.362723
 64.46 -32.55 -38.6433
 64.46 -30.05 -0.194785
 64.5 -33.45 -0.596428
 64.5 -33.35 -4.84299
 64.5 -33.25 -4.61362
 64.5 -32.55 -38.8483
 64.5 -30.05 -1.06985
 64.54 -33.35 -0.823179
 64.54 -33.25 -5.99908
 64.54 -33.15 -5.24609
 64.54 -32.55 -37.2141
 64.54 -30.05 -0.195076
 64.58 -34.15 -0.0830647
 64.58 -33.25 -0.943159
 64.58 -33.15 -4.23139
 64.58 -32.55 -36.8952
 64.62 -34.25 -0.163969
 64.62 -34.15 -0.914156
 64.62 -34.05 -0.164735
 64.62 -33.25 -0.360925
 64.62 -33.15 -2.42008
 64.62 -32.65 -27.9331
 64.62 -32.35 -56.8321
 64.66 -34.35 -0.30525
 64.66 -34.15 -0.788712
 64.66 -34.05 -0.997819
 64.66 -33.35 -0.193875
 64.66 -33.25 -1.93814
 64.66 -33.05 -5.08506
 64.66 -32.35 -59.5268
 64.7 -34.45 -0.501925
 64.7 -34.35 -2.74888
 64.7 -33.45 -0.098215
 64.7 -33.25 -0.930664
 64.7 -33.15 -3.27683
 64.7 -32.35 -62.9568
 64.74 -34.55 -0.690277
 64.74 -34.45 -4.01808
 64.74 -34.35 -2.78036
 64.74 -33.35 -0.193875
 64.74 -33.25 -1.93814
 64.74 -32.35 -65.0105
 64.74 -29.85 -0.0970427
 64.78 -34.65 -0.770021
 64.78 -34.55 -4.83563
 64.78 -34.45 -3.81569
 64.78 -34.35 -6.8767
 64.78 -32.35 -66.9079
 64.78 -29.85 -0.193015
 64.82 -34.75 -0.690277
 64.82 -34.55 -4.16047
 64.82 -34.45 -8.38067
 64.82 -33.35 -0.827591
 64.82 -33.15 -0.681153
 64.82 -32.35 -68.7212
 64.82 -29.85 -1.07067
 64.86 -34.85 -0.501925
 64.86 -34.55 -8.01559
 64.86 -33.35 -5.82325
 64.86 -33.25 -0.891801
 64.86 -32.35 -72.4742
 64.86 -29.85 -0.19302
 64.9 -34.95 -0.30525
 64.9 -34.65 -5.95166
 64.9 -33.35 -5.44514
 64.9 -33.25 -5.03653
 64.9 -32.35 -75.9662
 64.94 -35.05 -0.163969
 64.94 -34.75 -3.47361
 64.94 -32.35 -79.3916
 64.94 -29.85 -0.193184
 64.98 -35.15 -0.0830647
 64.98 -35.05 -0.328814
 64.98 -34.85 -1.70082
 64.98 -32.35 -81.7362
 64.98 -29.85 -1.0721
 65.02 -35.15 -0.0835088
 65.02 -35.05 -0.325133
 65.02 -34.95 -0.842612
 65.02 -32.35 -83.9724
 65.02 -29.85 -0.193171
 65.06 -35.15 -0.161336
 65.06 -32.35 -86.082
 65.1 -35.25 -0.0813613
 65.1 -32.35 -88.1124
 65.1 -29.75 -0.192107
 65.14 -35.25 -0.0815271
 65.14 -32.35 -89.7082
 65.14 -29.75 -1.07051
 65.18 -35.25 -0.082189
 65.18 -32.35 -90.9741
 65.18 -29.75 -0.192954
 65.22 -35.25 -0.157284
 65.22 -32.35 -91.6402
 65.22 -29.75 -0.0968405
 65.26 -35.35 -0.0793061
 65.26 -32.35 -91.9495
 65.26 -29.75 -0.0967104
 65.3 -35.35 -0.079635
 65.3 -32.35 -91.8215
 65.34 -35.35 -0.0793057
 65.34 -32.25 -96.1123
 65.38 -35.35 -0.0790877
 65.38 -32.15 -99.236
 65.42 -35.35 -0.0800757
 65.42 -32.15 -99.9254
 65.46 -35.35 -0.0800765
 65.46 -32.15 -100.664
 65.5 -35.35 -0.0801759
 65.5 -32.15 -101.291
 65.54 -35.35 -0.0804735
 65.54 -32.15 -101.641
 65.58 -35.35 -0.151977
 65.58 -32.15 -101.824
 65.62 -35.45 -0.076619
 65.62 -32.15 -101.923
 65.62 -29.75 -1.06438
 65.66 -35.45 -0.0766188
 65.66 -32.15 -102.064
 65.66 -29.75 -0.192527
 65.7 -35.45 -0.077015
 65.7 -32.15 -102.245
 65.74 -35.45 -0.0766193
 65.74 -32.15 -102.444
 65.78 -35.35 -0.153168
 65.78 -32.15 -102.61
 65.82 -35.45 -0.0766198
 65.82 -35.25 -0.732645
